code	name	total	0-9	9-19	19-29	29-39	39-49	49-59	59-69	69-79	80+
290270	Barra	53910	10058	9588	10129	8191	5806	4445	2974	1785	934
290280	Barra da Estiva	20392	3090	3523	3678	3475	2445	1796	1277	715	393
290290	Barra do Choça	31209	4963	5358	5036	4751	3746	2964	2167	1483	741
290300	Barra do Mendes	13833	1919	1922	2015	1951	1727	1600	1342	901	456
290310	Barra do Rocha	5612	848	835	880	1019	719	603	401	209	98
290320	Barreiras	156975	23691	27969	28705	27635	20469	14558	8246	3932	1770
290323	Barro Alto	15054	2319	2400	2532	2185	1934	1582	1053	698	351
290330	Barro Preto	5448	742	783	846	789	744	676	490	252	126
290327	Barrocas	16105	2459	2695	2631	2985	2162	1429	882	619	243
290340	Belmonte	23437	3847	3895	4029	3595	2954	2179	1647	856	435
290350	Belo Campo	17109	2275	2564	2674	2431	2149	1965	1432	1024	595
290360	Biritinga	15984	2334	2465	2706	2625	2032	1609	1034	740	439
290370	Boa Nova	12329	1557	1730	1989	1778	1484	1385	1117	814	475
290380	Boa Vista do Tupim	18531	2975	2767	3203	2590	2247	1922	1372	957	498
290390	Bom Jesus da Lapa	69662	11443	11911	11793	11486	8723	6702	4168	2288	1148
290395	Bom Jesus da Serra	9823	1377	1537	1534	1525	1193	981	769	579	328
290400	Boninal	14446	2024	2166	2416	2205	1728	1492	1140	789	486
290405	Bonito	16884	2913	3052	3460	2447	1979	1425	888	519	201
290410	Boquira	21497	2817	3148	3613	3287	2739	2291	1615	1255	732
290420	Botuporã	10129	1243	1471	1688	1480	1318	1224	815	574	316
290430	Brejões	14222	1942	2190	2360	2260	1764	1481	1169	624	432
290440	Brejolândia	10618	1419	1457	1454	1676	1471	1310	896	636	299
290450	Brotas de Macaúbas	10130	1391	1356	1559	1379	1222	1205	933	666	419
290460	Brumado	67335	8095	9405	10543	11343	9780	7933	5169	3346	1721
290470	Buerarema	18306	2420	2474	2763	2724	2330	2183	1807	1027	578
290475	Buritirama	21276	3496	3492	4148	3405	2538	1804	1230	773	390
290480	Caatiba	6488	881	1118	1019	992	860	659	471	327	161
290485	Cabaceiras do Paraguaçu	18911	3120	3254	3446	3091	2284	1595	1046	681	394
290490	Cachoeira	33567	4352	5329	5826	5791	4758	3353	2175	1252	731
290500	Caculé	23291	2686	3239	3706	3832	3165	2706	1886	1324	747
290510	Caém	9058	1541	1569	1435	1162	1033	940	614	493	271
290515	Caetanos	14608	1878	2298	2229	2408	1928	1550	1160	768	389
290520	Caetité	51081	6567	7599	8582	8593	6648	5447	3824	2371	1450
290530	Cafarnaum	18513	3170	3078	3268	2738	2234	1768	1202	706	349
290540	Cairu	18427	3091	3412	3456	3272	2472	1502	771	307	144
290550	Caldeirão Grande	13391	2220	2234	2134	1973	1582	1290	994	648	316
290560	Camacan	32006	5436	5235	4971	4844	3819	3193	2482	1347	679
290570	Camaçari	304302	44293	51259	53417	54959	44131	28757	17695	7176	2615
290580	Camamu	35382	6867	6331	6503	5294	3796	2874	2122	1082	513
290590	Campo Alegre de Lourdes	28820	4598	4431	4862	4256	3500	3031	2065	1373	704
290600	Campo Formoso	71487	11066	11706	12130	11029	9549	7026	4693	2915	1373
290610	Canápolis	9703	1558	1459	1623	1346	1185	1027	745	494	266
290620	Canarana	26325	4094	4309	4421	3936	3320	2712	1888	1107	538
290630	Canavieiras	30906	4479	4734	4964	4524	4104	3313	2504	1454	830
290640	Candeal	8181	1009	1178	1263	1188	1220	918	637	512	256
290650	Candeias	87458	11939	13730	14464	15273	13403	9108	5744	2758	1039
290660	Candiba	14368	1692	1977	2148	2397	1875	1794	1260	766	459
290670	Cândido Sales	25053	3612	4026	3804	3553	3295	2931	1939	1221	672
290680	Cansanção	34882	5555	5601	6031	5031	4293	3584	2280	1643	864
290682	Canudos	16753	2764	2746	2842	2426	2186	1670	1016	713	390
290685	Capela do Alto Alegre	11616	1350	1507	1661	1728	1494	1540	1068	825	443
290687	Capim Grosso	30862	4753	4861	5037	4908	4193	2926	2024	1409	751
290689	Caraíbas	8801	1021	1168	1162	1241	1196	1090	890	654	379
290690	Caravelas	22093	3440	3635	3793	3492	2781	2211	1519	808	414
290700	Cardeal da Silva	9346	1599	1611	1845	1498	1033	808	500	297	155
290710	Carinhanha	29070	4965	4863	5217	4533	3458	2595	1779	1097	563
290720	Casa Nova	72545	12157	12626	12329	11077	9323	6700	4142	2802	1389
290730	Castro Alves	26318	3513	3834	4521	4448	3684	2766	1697	1184	671
290740	Catolândia	3599	513	470	491	571	525	425	300	200	104
290750	Catu	54970	6964	8065	8654	9818	8534	6093	3933	1970	939
290755	Caturama	9316	1110	1318	1385	1517	1258	995	883	559	291
290760	Central	17280	2581	2584	2717	2467	2291	1985	1377	865	413
290770	Chorrochó	11200	1727	1911	1928	1663	1384	1119	657	520	291
290780	Cícero Dantas	32576	3941	4442	5048	4993	4209	4205	2712	1995	1031
290790	Cipó	17352	2722	2797	3002	2821	2162	1690	1065	725	368
290800	Coaraci	16549	2120	2304	2154	2256	2139	1957	1829	1103	687
290810	Cocos	18807	2782	2921	3099	2785	2310	1997	1437	968	508
290820	Conceição da Feira	22762	3296	3680	3698	3812	3422	2210	1372	821	451
290830	Conceição do Almeida	17165	1957	2226	2682	2870	2705	2183	1328	747	467
290840	Conceição do Coité	67013	9715	10490	10917	10906	9421	6734	4342	3041	1447
290850	Conceição do Jacuípe	33398	4567	5287	5106	5589	5070	3652	2218	1290	619
290860	Conde	26035	4588	4604	4888	3813	3064	2304	1494	799	481
290870	Condeúba	17178	2239	2286	2629	2548	2307	1991	1513	1051	614
290880	Contendas do Sincorá	4045	521	560	629	601	497	495	393	216	133
290890	Coração de Maria	22495	3168	3196	3736	3534	3176	2387	1642	1055	601
290900	Cordeiros	8642	919	1090	1393	1336	1213	1031	787	545	328
290910	Coribe	14149	1891	1876	2165	2188	1877	1696	1253	821	382
290920	Coronel João Sá	15717	2382	2522	2828	2251	1932	1616	1046	756	384
290930	Correntina	32191	4574	4954	5456	5101	4215	3471	2256	1393	771
290940	Cotegipe	13769	2004	2100	2333	2205	1663	1507	1087	582	288
290950	Cravolândia	5351	749	796	848	868	670	540	451	258	171
290960	Crisópolis	21163	3141	3189	3625	3073	2877	2134	1524	1085	515
290970	Cristópolis	13947	1937	2021	2234	2330	1840	1520	1002	681	382
290980	Cruz das Almas	63591	7727	9236	10117	11161	9783	7371	4494	2352	1350
290990	Curaçá	34886	5892	5889	6025	5342	4366	3235	1956	1415	766
291000	Dário Meira	10525	1692	1596	1704	1581	1231	1036	899	510	276
291005	Dias d'Ávila	82432	12907	14225	14676	14163	11515	7535	4703	1992	716
291010	Dom Basílio	12240	1575	1818	1856	2107	1637	1401	938	591	317
291020	Dom Macedo Costa	4065	501	550	625	678	615	449	328	193	126
291030	Elísio Medrado	8126	985	1050	1155	1240	1150	1015	754	454	323
291040	Encruzilhada	16446	2675	2883	2720	2369	1899	1661	1161	730	348
291050	Entre Rios	41901	6624	6950	7793	6686	5640	3889	2439	1265	615
290050	Érico Cardoso	10560	1169	1390	1766	1844	1358	1200	846	622	365
291060	Esplanada	37578	6554	6456	7116	5950	4479	3215	2089	1141	578
291070	Euclides da Cunha	60858	9018	9131	9820	9292	7929	6507	4412	3096	1653
291072	Eunápolis	114396	17261	19040	19439	19082	15370	11078	7604	3767	1755
291075	Fátima	17845	2255	2505	3212	2666	2351	2087	1320	975	474
291077	Feira da Mata	5661	723	771	884	875	803	651	489	307	158
291080	Feira de Santana	619609	80742	98826	104191	107635	91261	64998	40744	21376	9836
291085	Filadélfia	16345	2422	2429	2532	2507	2304	1672	1171	865	443
291090	Firmino Alves	5629	814	934	879	957	644	565	412	263	161
291100	Floresta Azul	10575	1470	1504	1550	1649	1333	1190	933	607	339
291110	Formosa do Rio Preto	25857	4552	4572	4782	4531	3060	1956	1301	765	338
291120	Gandu	32596	4965	5419	5281	5500	4192	3289	2270	1106	574
291125	Gavião	4440	478	546	630	685	593	624	449	286	149
291130	Gentio do Ouro	11259	1576	1592	1839	1723	1397	1252	900	614	366
291140	Glória	15234	2178	2327	2472	2549	2060	1670	1024	613	341
291150	Gongogi	6985	1006	1022	1160	1198	909	711	518	305	156
291160	Governador Mangabeira	20762	2953	3153	3254	3666	2835	2217	1439	793	452
291165	Guajeru	6646	751	926	1009	949	815	807	601	482	306
291170	Guanambi	84928	10428	12400	13264	14363	11878	10117	6622	3825	2031
291180	Guaratinga	20700	3161	3013	3179	3071	2606	2285	1819	1060	506
291185	Heliópolis	12987	1640	1795	2294	1957	1776	1551	959	668	347
291190	Iaçu	24121	3726	3599	4085	3453	3054	2521	1774	1192	717
291200	Ibiassucê	9031	1022	1217	1287	1417	1263	1140	805	545	335
291210	Ibicaraí	21378	2762	2986	3167	3048	2867	2405	2098	1274	771
291220	Ibicoara	19786	3725	4257	3872	3430	2040	1282	695	309	176
291230	Ibicuí	16230	2229	2350	2543	2533	2192	1776	1281	817	509
291240	Ibipeba	18319	2601	2840	2767	2782	2500	2116	1429	863	421
291250	Ibipitanga	14947	1851	2199	2543	2356	1941	1658	1093	821	485
291260	Ibiquera	4046	607	588	607	618	518	440	337	224	107
291270	Ibirapitanga	23404	4331	3941	3992	3522	2627	2114	1641	819	417
291280	Ibirapuã	8690	1264	1372	1410	1357	1108	951	610	400	218
291290	Ibirataia	14882	2080	2124	2084	2339	1908	1618	1430	820	479
291300	Ibitiara	16403	2021	2247	2777	2529	2061	1844	1389	983	552
291310	Ibititá	17080	2403	2501	2625	2435	2254	2050	1377	944	491
291320	Ibotirama	27003	4159	4314	4733	4439	3487	2579	1699	1047	546
291330	Ichu	6220	790	880	926	942	838	805	511	334	194
291340	Igaporã	15650	1959	2267	2542	2611	2078	1692	1214	794	493
291345	Igrapiúna	13091	2338	2275	2483	1966	1536	1148	786	393	166
291350	Iguaí	26963	3950	4109	4137	4005	3511	2926	2139	1373	813
291360	Ilhéus	159923	21242	23424	24391	24974	22650	19011	13615	6961	3655
291370	Inhambupe	40333	6563	6816	7486	6236	5081	3544	2283	1522	802
291380	Ipecaetá	14354	1788	2008	2411	2365	1850	1508	1184	779	461
291390	Ipiaú	45922	6275	6817	7231	7903	6195	4797	3744	1881	1079
291400	Ipirá	59435	8314	8789	9484	9391	7551	6115	4619	3343	1829
291410	Ipupiara	9911	1271	1346	1531	1535	1246	1176	881	582	343
291420	Irajuba	7279	1133	1146	1205	1109	901	742	544	313	186
291430	Iramaia	8197	1217	1376	1371	1154	960	854	663	396	206
291440	Iraquara	25478	4095	4216	4577	3980	2892	2468	1699	991	560
291450	Irará	29173	4154	4223	5046	4786	3851	2942	1968	1438	765
291460	Irecê	73524	10683	12256	12306	11951	10145	7628	4737	2634	1184
291465	Itabela	30747	5393	5484	5450	4866	3589	2721	1823	981	440
291470	Itaberaba	64646	9320	10286	10381	10901	8632	6440	4327	2771	1588
291480	Itabuna	213685	25672	31333	32512	36252	30587	24717	18294	9429	4889
291490	Itacaré	28684	5350	5040	5524	4815	3523	2258	1316	614	244
291500	Itaeté	16110	2648	2555	2839	2494	1875	1467	1092	731	409
291510	Itagi	12242	1743	1683	1897	1780	1485	1395	1164	656	439
291520	Itagibá	14452	2005	2086	2137	2415	1871	1553	1270	714	401
291530	Itagimirim	6825	1003	1068	1036	962	874	720	627	348	187
291535	Itaguaçu da Bahia	14542	2522	2337	2514	2201	1831	1423	884	563	267
291540	Itaju do Colônia	6596	1115	1059	979	890	934	681	508	290	140
291550	Itajuípe	20398	2748	2969	3162	3166	2714	2247	1759	1049	584
291560	Itamaraju	64455	9474	10058	10539	10097	8520	6759	4949	2748	1311
291570	Itamari	8003	1275	1210	1216	1168	1021	805	713	376	219
291580	Itambé	22754	3174	3617	3746	3381	2872	2376	1786	1172	630
291590	Itanagra	6436	1057	1114	1185	1037	824	569	377	178	95
291600	Itanhém	19316	2385	2524	2926	2894	2483	2446	1847	1150	661
291610	Itaparica	22337	3009	3387	3593	3331	3260	2715	1759	877	406
291620	Itapé	8526	1169	1347	1303	1239	1095	925	720	463	265
291630	Itapebi	10215	1713	1605	1645	1391	1300	1107	817	426	211
291640	Itapetinga	76795	10921	13078	12636	13655	10187	7244	4808	2818	1448
291650	Itapicuru	35883	6353	5956	6516	5205	4385	3375	2088	1343	662
291660	Itapitanga	10298	1471	1564	1605	1663	1393	1107	807	442	246
291670	Itaquara	8347	1090	1091	1421	1312	1116	970	719	382	246
291680	Itarantim	19843	2688	3077	3135	3178	2676	2169	1502	936	482
291685	Itatim	14539	2199	2394	2526	2391	1902	1414	832	569	312
291690	Itiruçu	12528	1619	1802	1920	1938	1671	1454	1074	634	416
291700	Itiúba	36116	5759	5656	6185	5425	4498	3611	2360	1716	906
291710	Itororó	20388	2890	3074	3077	3385	2544	2097	1677	1062	582
291720	Ituaçu	19030	2505	2764	3134	3139	2505	2042	1484	926	531
291730	Ituberá	28740	4664	4851	5023	4643	3490	2727	1861	996	485
291733	Iuiú	11016	1645	1828	2053	1836	1273	1094	698	409	180
291735	Jaborandi	8277	997	1009	1381	1363	1167	971	703	450	236
291740	Jacaraci	14850	1547	1843	2181	2378	1944	1951	1468	962	576
291750	Jacobina	80635	11330	12043	13164	13050	11336	8447	5702	3760	1803
291760	Jaguaquara	54673	8456	8659	9139	8226	7038	5628	3998	2250	1279
291770	Jaguarari	33746	4506	5073	5570	5250	4685	3715	2386	1653	908
291780	Jaguaripe	18981	2981	2991	3315	2999	2660	1936	1184	624	291
291790	Jandaíra	10726	1959	1811	1918	1601	1336	948	627	333	193
291800	Jequié	156126	20824	23413	24451	25550	21996	16802	12455	6681	3954
291810	Jeremoabo	40651	6213	6449	6838	5946	5131	4364	2879	1871	960
291820	Jiquiriçá	14557	2150	2224	2324	2471	1939	1586	1018	515	330
291830	Jitaúna	10808	1423	1712	1708	1475	1278	1213	993	606	400
291835	João Dourado	25402	4365	4498	4161	3784	3286	2258	1552	1019	479
291840	Juazeiro	218162	34190	39771	38140	33687	29437	20857	12142	6805	3133
291845	Jucuruçu	8988	1327	1230	1443	1394	1168	1027	770	448	181
291850	Jussara	15262	2456	2422	2342	2193	1893	1617	1129	822	388
291855	Jussari	5768	805	857	922	808	749	621	513	307	186
291860	Jussiape	5976	574	778	756	704	744	814	723	519	364
291870	Lafaiete Coutinho	3693	408	443	485	644	492	454	392	224	151
291875	Lagoa Real	15770	2006	2439	2892	2670	1937	1573	1128	720	405
291880	Laje	24032	3512	3753	4117	3934	3341	2568	1485	856	466
291890	Lajedão	3975	592	543	627	585	539	466	323	192	108
291900	Lajedinho	3758	549	532	600	593	500	462	275	170	77
291905	Lajedo do Tabocal	8577	1192	1287	1376	1251	1179	900	689	441	262
291910	Lamarão	8191	1224	1248	1251	1247	1090	879	581	429	242
291915	Lapão	27274	4331	4551	4469	4121	3515	2816	1840	1113	518
291920	Lauro de Freitas	201635	25972	30575	33732	35957	32015	20973	13947	6217	2247
291930	Lençóis	11499	1949	1964	2074	1892	1422	1110	605	326	157
291940	Licínio de Almeida	12373	1554	1696	1868	1947	1582	1489	1121	697	419
291950	Livramento de Nossa Senhora	46062	5744	6530	7388	7873	6433	5177	3399	2322	1196
291955	Luís Eduardo Magalhães	90162	15641	18551	19024	16856	10499	5623	2663	1019	286
291960	Macajuba	11332	1863	1722	1733	1577	1425	1196	874	586	356
291970	Macarani	18909	2754	2915	3323	3236	2281	1916	1280	791	413
291980	Macaúbas	50161	6436	7609	8690	8183	6435	5408	3636	2421	1343
291990	Macururé	7787	1211	1343	1266	1115	965	766	484	398	239
291992	Madre de Deus	21432	2743	3415	3640	3670	3307	2419	1352	633	253
291995	Maetinga	2764	303	386	381	383	349	343	279	221	119
292000	Maiquinique	10206	1514	1606	1686	1582	1323	1080	754	438	223
292010	Mairi	18602	2469	2573	3089	2822	2362	1999	1559	1140	589
292020	Malhada	16861	2862	2877	2963	2572	2084	1639	994	594	276
292030	Malhada de Pedras	8359	1029	1096	1355	1339	1148	1037	646	471	238
292040	Manoel Vitorino	13087	1860	1934	2077	1959	1700	1336	1083	745	393
292045	Mansidão	13734	2184	2172	2463	2379	1649	1235	866	528	258
292050	Maracás	20393	2609	3086	2979	2945	2526	2557	1861	1164	666
292060	Maragogipe	44793	6141	6783	7351	8197	6588	4536	2736	1554	907
292070	Maraú	20617	3492	3684	3717	3276	2464	1902	1181	625	276
292080	Marcionílio Souza	10380	1653	1598	1794	1519	1252	1013	760	477	314
292090	Mascote	13717	2345	2126	2123	1901	1614	1453	1133	666	356
292100	Mata de São João	47126	7189	8183	8033	8411	6831	4266	2500	1159	554
292105	Matina	12283	1938	2036	2152	1841	1515	1189	807	516	289
292110	Medeiros Neto	22716	3006	3207	3616	3366	3031	2718	1867	1246	659
292120	Miguel Calmon	25894	3808	3911	4200	3994	3345	2725	1946	1254	711
292130	Milagres	10893	1563	1739	1691	1560	1566	1173	777	506	318
292140	Mirangaba	18474	2743	2816	3204	2911	2450	1841	1259	849	401
292145	Mirante	8447	1055	1270	1290	1224	1173	868	703	567	297
292150	Monte Santo	49278	7528	7454	8319	7097	6016	5268	3337	2834	1425
292160	Morpará	8497	1202	1191	1341	1264	1023	1037	728	458	253
292170	Morro do Chapéu	35440	5820	5604	5983	5103	4311	3635	2599	1563	822
292180	Mortugaba	12052	1481	1494	1725	1879	1572	1520	1107	792	482
292190	Mucugê	8889	1333	1510	1487	1405	1115	872	572	380	215
292200	Mucuri	42251	6921	7029	8052	6632	5403	4092	2435	1157	530
292205	Mulungu do Morro	10673	1750	1871	1898	1540	1194	1004	701	476	239
292210	Mundo Novo	26970	4252	4330	4887	4277	3355	2499	1717	1043	610
292220	Muniz Ferreira	7443	913	987	1126	1307	1154	905	548	328	175
292225	Muquém de São Francisco	11417	2270	2044	2084	1760	1305	917	546	345	146
292230	Muritiba	29410	3764	4414	4766	5045	4261	3289	1988	1203	680
292240	Mutuípe	22282	2881	3284	3459	3799	3202	2494	1699	882	582
292250	Nazaré	28594	3942	4329	4661	4770	4069	3184	1930	1040	669
292260	Nilo Peçanha	14079	2164	2185	2504	2413	1818	1391	901	471	232
292265	Nordestina	13164	1934	2107	2345	1866	1592	1341	934	674	371
292270	Nova Canaã	16472	2319	2336	2251	2204	2267	2111	1421	950	613
292273	Nova Fátima	7821	874	951	1176	1087	1219	1071	710	486	247
292275	Nova Ibiá	6554	952	1010	1053	1027	877	725	515	253	142
292280	Nova Itarana	8279	1423	1354	1472	1222	975	781	553	307	192
292285	Nova Redenção	9123	1193	1336	1496	1561	1252	938	617	502	228
292290	Nova Soure	26998	4256	4157	4485	3728	3461	2900	1868	1436	707
292300	Nova Viçosa	43783	7258	7219	7780	6578	5654	4262	2866	1459	707
292303	Novo Horizonte	12522	1771	1895	1973	2171	1616	1273	880	603	340
292305	Novo Triunfo	15443	2019	2670	2904	2549	1931	1686	875	561	248
292310	Olindina	28304	4330	4557	4875	4158	3712	2815	1933	1256	668
292320	Oliveira dos Brejinhos	21810	2943	3019	3718	3147	2685	2486	1710	1334	768
292330	Ouriçangas	8570	1086	1140	1486	1595	1185	891	586	351	250
292335	Ourolândia	17511	2980	2868	2866	2629	2306	1717	1118	743	284
292340	Palmas de Monte Alto	21796	2714	2986	3749	3656	2916	2526	1769	990	490
292350	Palmeiras	9071	1441	1455	1553	1330	1211	914	592	352	223
292360	Paramirim	21695	2416	2966	3358	3852	3021	2466	1763	1151	702
292370	Paratinga	32141	5263	4926	5717	5064	3691	3030	2212	1478	760
292380	Paripiranga	29058	3995	4306	5238	4275	3784	3166	2030	1430	834
292390	Pau Brasil	9686	1709	1729	1523	1362	1170	883	706	398	206
292400	Paulo Afonso	118516	16971	19094	19013	18283	17299	12361	8118	5093	2284
292405	Pé de Serra	13556	1851	1821	2161	1952	1869	1688	1029	768	417
292410	Pedrão	7394	940	1077	1232	1169	952	847	546	362	269
292420	Pedro Alexandre	16682	2832	3027	3133	2433	2119	1561	879	496	202
292430	Piatã	16984	2413	2463	2564	2385	2198	1858	1547	958	598
292440	Pilão Arcado	35175	6173	5891	6023	5409	4146	3182	2219	1422	710
292450	Pindaí	16285	1941	2249	2574	2696	2180	1863	1378	898	506
292460	Pindobaçu	20098	3280	3338	3214	2798	2632	2056	1427	935	418
292465	Pintadas	10394	1386	1435	1678	1555	1417	1130	839	644	310
292467	Piraí do Norte	10036	1713	1728	1767	1670	1173	972	608	270	135
292470	Piripá	10475	1055	1168	1605	1693	1496	1361	1005	726	366
292480	Piritiba	24964	3750	3576	3919	3785	3431	2705	1859	1273	666
292490	Planaltino	9370	1356	1371	1568	1548	1211	1000	670	412	234
292500	Planalto	26426	3817	4143	4144	4007	3358	2821	1973	1376	787
292510	Poções	46879	7217	7394	7188	6919	5782	4768	3768	2400	1443
292520	Pojuca	39972	5561	6453	6870	7192	6052	4000	2309	1048	487
292525	Ponto Novo	14819	2235	2381	2571	2085	1867	1496	1008	805	371
292530	Porto Seguro	150658	25525	28165	26989	23251	20512	13529	7861	3562	1264
292540	Potiraguá	6916	952	1014	1102	975	884	809	615	370	195
292550	Prado	28194	4753	4577	4802	4151	3625	2946	1883	1023	434
292560	Presidente Dutra	15160	2161	2265	2293	2241	2175	1806	1106	752	361
292570	Presidente Jânio Quadros	12179	1454	1649	1821	1854	1632	1460	1068	793	448
292575	Presidente Tancredo Neves	28004	4760	4719	4920	4892	3374	2425	1691	818	405
292580	Queimadas	25433	3730	3645	4160	3725	3331	2750	1910	1402	780
292590	Quijingue	27626	4028	4096	4748	3869	3425	2971	2041	1597	851
292593	Quixabeira	8956	1123	1235	1385	1378	1237	1004	748	581	265
292595	Rafael Jambeiro	22633	3265	3480	3529	3316	2820	2351	1844	1265	763
292600	Remanso	41170	6370	6746	6326	6040	5525	4275	2974	1972	942
292610	Retirolândia	14495	2064	2181	2194	2484	1932	1472	991	811	366
292620	Riachão das Neves	22334	3416	3245	3684	3585	2811	2402	1698	1029	464
292630	Riachão do Jacuípe	33468	4062	4578	5062	5176	4672	3866	2898	2080	1074
292640	Riacho de Santana	35593	4863	5359	6045	5679	4550	3940	2568	1649	940
292650	Ribeira do Amparo	14612	2277	2198	2751	2096	1779	1450	965	687	409
